FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2023-10-13T22:00:00.000Z,343085.097,1.0,207590.206,1.0,28904.424,0.049
2023-10-14T22:00:00.000Z,354834.125,1.0,184730.604,1.0,14807.613,0.026
2023-10-15T22:00:00.000Z,400950.85,1.0,233332.852,1.0,22187.942,0.034
2023-10-16T22:00:00.000Z,312229.715,1.0,417783.374,1.0,-32327.174,0.041
2023-10-17T22:00:00.000Z,293813.963,1.0,484012.349,1.0,-44088.218,0.051
2023-10-18T22:00:00.000Z,301522.58,1.0,460686.91,1.0,-38363.943,0.046
2023-10-19T22:00:00.000Z,241563.293,1.0,543764.763,1.0,-70307.268,0.078
2023-10-20T22:00:00.000Z,275864.841,1.0,352949.01,1.0,-12582.602,0.018
2023-10-21T22:00:00.000Z,270152.717,1.0,278275.49,1.0,10996.107,0.019
2023-10-22T22:00:00.000Z,362191.686,1.0,288556.054,1.0,719.09,0.001
2023-10-23T22:00:00.000Z,270381.133,1.0,456073.76,1.0,-40435.017,0.051
2023-10-24T22:00:00.000Z,242115.529,1.0,520855.168,1.0,-60106.532,0.071
2023-10-25T22:00:00.000Z,247651.736,1.0,518390.277,1.0,-45401.851,0.054
2023-10-26T22:00:00.000Z,248652.733,1.0,505801.681,1.0,-32303.749,0.039
2023-10-27T22:00:00.000Z,229058.368,1.0,430362.112,1.0,-9608.22,0.013
2023-10-28T22:00:00.000Z,253042.295,1.0,377183.327,1.0,-5039.846,0.007
2023-10-29T23:00:00.000Z,270013.033,1.0,470525.862,1.0,-39872.388,0.049
2023-10-30T23:00:00.000Z,338534.425,1.0,351687.311,1.0,-3199.723,0.005
2023-10-31T23:00:00.000Z,200697.307,1.0,455844.439,1.0,-20874.438,0.029
2023-11-01T23:00:00.000Z,199920.555,1.0,525139.209,1.0,-2774.095,0.004
2023-11-02T23:00:00.000Z,195600.362,1.0,541521.606,1.0,-6371.06,0.008
2023-11-03T23:00:00.000Z,183141.413,1.0,452122.285,1.0,24249.549,0.035
2023-11-04T23:00:00.000Z,182872.252,1.0,462253.559,1.0,-15859.082,0.022
2023-11-05T23:00:00.000Z,275448.63,1.0,437679.533,1.0,-1610.719,0.002
2023-11-06T23:00:00.000Z,309496.59,1.0,398935.008,1.0,11053.902,0.015
